STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DP10,DT00,DT32,DX32,PRCP,TAVG,TMAX,TMIN
CHM00056651,"LIJING, CH",26.833,100.467,2394,2012-02,0,0,3,0,0.05,50.5,61.6,39.3
CHM00056651,"LIJING, CH",26.833,100.467,2394,2012-03,0,0,1,0,0.04,54,65.3,42.8
CHM00053959,"YUNCHENG, CH",35.05,111.05,365,2012-02,0,0,22,0,0,35.8,44.5,27
CHM00053959,"YUNCHENG, CH",35.05,111.05,365,2012-03,1,0,5,0,1.14,47.5,56.7,38.2
CHM00057083,"ZHENGZHOU, CH",34.717,113.65,111,2012-02,0,0,19,0,0,37.9,45.9,29.9
CHM00057083,"ZHENGZHOU, CH",34.717,113.65,111,2012-03,2,0,3,0,0.67,48.7,57.2,40.2
CHM00051656,"KORLA, CH",41.75,86.133,933,2012-02,,,,3,,,38.1,
CHM00051656,"KORLA, CH",41.75,86.133,933,2012-03,,,,0,,,56.7,
CHM00051777,"RUOQIANG, CH",39.033,88.167,889,2012-02,0,0,29,4,0,27,39.4,14.7
CHM00051777,"RUOQIANG, CH",39.033,88.167,889,2012-03,0,0,18,0,0,46.8,62,31.6
CHM00052866,"XINING, CH",36.617,101.767,2296,2012-02,0,0,29,11,0.09,22.7,36,9.5
CHM00052866,"XINING, CH",36.617,101.767,2296,2012-03,1,0,29,0,0.32,36.1,48.5,23.6
CHM00057633,"YOUYANG, CH",28.833,108.767,665,2012-02,0,0,12,1,0.44,36.8,40.4,33.2
CHM00057633,"YOUYANG, CH",28.833,108.767,665,2012-03,4,0,1,0,2.86,46.6,52.1,41.1
CHM00053391,"HUADE, CH",41.9,114,1484,2012-02,0,16,29,24,0,9.2,20.1,-1.6
CHM00053391,"HUADE, CH",41.9,114,1484,2012-03,0,2,31,15,0.27,24.1,34.8,13.4
CHM00055578,"XIGAZE, CH",29.25,88.883,3837,2012-02,,,,0,,,47.9,
CHM00055578,"XIGAZE, CH",29.25,88.883,3837,2012-03,,,,0,,,55.1,
CHM00058606,"NANCHANG, CH",28.6,115.917,50,2012-02,7,0,1,0,4.04,42.4,46.1,38.8
CHM00058606,"NANCHANG, CH",28.6,115.917,50,2012-03,13,0,0,0,9.5,53.1,58.4,47.8
CHM00057516,"CHONGQING, CH",29.583,106.467,416,2012-02,3,0,0,0,0.6,48.5,52.1,44.9
CHM00057516,"CHONGQING, CH",29.583,106.467,416,2012-03,4,0,0,0,1.17,58.3,64.6,51.9
CHM00058847,"FUZHOU, CH",26.083,119.283,14,2012-02,11,0,0,0,6.51,52.4,57.9,46.9
CHM00058847,"FUZHOU, CH",26.083,119.283,14,2012-03,8,0,0,0,3.41,59.7,66.9,52.5
CHM00050564,"SUNWU, CH",49.433,127.35,235,2012-02,0,28,29,29,0.18,-2.8,11.1,-16.7
CHM00050564,"SUNWU, CH",49.433,127.35,235,2012-03,1,14,31,19,0.11,15.7,28.6,2.8
CHM00059254,"GUIPING, CH",23.4,110.083,44,2012-02,7,0,0,0,2.77,55.3,59.4,51.2
CHM00059254,"GUIPING, CH",23.4,110.083,44,2012-03,8,0,0,0,4.04,63,67.4,58.6
CHM00052983,"YU ZHONG, CH",35.867,104.15,1875,2012-02,,,,14,,,33,
CHM00052983,"YU ZHONG, CH",35.867,104.15,1875,2012-03,,,,2,,,47.1,
CHM00053276,"JURH, CH",42.4,112.9,1152,2012-02,0,16,29,20,0.03,11.4,23.3,-0.5
CHM00053276,"JURH, CH",42.4,112.9,1152,2012-03,1,2,31,10,0.4,26.4,37.8,15.1
CHM00057993,"GANZHOU, CH",25.867,115,138,2012-02,9,0,0,0,3.3,48.8,53.8,43.8
CHM00057993,"GANZHOU, CH",25.867,115,138,2012-03,8,0,0,0,6.49,58.4,64.8,51.9
CHM00059134,"XIAMEN, CH",24.483,118.083,18,2012-02,11,0,0,0,4.56,55.1,60.3,49.9
CHM00059134,"XIAMEN, CH",24.483,118.083,18,2012-03,5,0,0,0,1.54,62,68.6,55.3
CHM00053845,"YAN AN, CH",36.6,109.5,959,2012-02,0,0,29,4,0.04,29.4,40.3,18.5
CHM00053845,"YAN AN, CH",36.6,109.5,959,2012-03,0,0,19,0,0.21,43.1,54.5,31.6
CHM00053723,"YANCHI, CH",37.8,107.383,1356,2012-02,0,5,29,13,0,22.6,35,10.1
CHM00053723,"YANCHI, CH",37.8,107.383,1356,2012-03,1,0,25,0,0.38,37.9,50.3,25.5
CHM00059948,"SANYA, CH",18.217,109.583,7,2012-02,,,,0,,,72.9,
CHM00059948,"SANYA, CH",18.217,109.583,7,2012-03,,,,0,,,77,
CHM00055228,"SHIQUANHE, CH",32.5,80.083,4280,2012-02,,8,24,24,,15.5,27.2,3.8
CHM00055228,"SHIQUANHE, CH",32.5,80.083,4280,2012-03,,3,26,13,,22.8,35.6,9.9
CHM00052754,"GANGCA, CH",37.333,100.133,3302,2012-02,0,8,29,23,0.1,15.3,27.1,3.6
CHM00052754,"GANGCA, CH",37.333,100.133,3302,2012-03,0,0,31,11,0.38,24.2,35.6,12.7
CHM00059023,"HECHI, CH",24.7,108.05,214,2012-02,2,0,0,0,0.96,49.2,52.5,46
CHM00059023,"HECHI, CH",24.7,108.05,214,2012-03,6,0,0,0,2.35,61.3,66.2,56.4
CHM00059265,"WUZHOU, CH",23.483,111.3,120,2012-02,2,0,0,0,1.46,54.9,60.6,49.3
CHM00059265,"WUZHOU, CH",23.483,111.3,120,2012-03,7,0,0,0,5.31,63,68.7,57.2
CHM00054135,"TONGLIAO, CH",43.6,122.267,180,2012-02,1,10,29,23,0.15,13.9,24.5,3.2
CHM00054135,"TONGLIAO, CH",43.6,122.267,180,2012-03,2,0,28,10,0.43,29.3,39.4,19.3
CHM00056671,"HUILI, CH",26.65,102.25,1788,2012-02,0,0,0,0,0,54.8,70.5,39.1
CHM00056671,"HUILI, CH",26.65,102.25,1788,2012-03,0,0,0,0,0.02,59.5,73.2,45.8
CHM00054012,"XI UJIMQIN QI, CH",44.583,117.6,997,2012-02,0,25,29,29,0.07,0.3,11.2,-10.5
CHM00054012,"XI UJIMQIN QI, CH",44.583,117.6,997,2012-03,3,12,31,23,0.69,16.1,27.2,4.9
CHM00051716,"BACHU, CH",39.8,78.567,1117,2012-02,1,0,29,0,0.17,29.9,40.1,19.8
CHM00051716,"BACHU, CH",39.8,78.567,1117,2012-03,1,0,9,0,0.23,46.6,57.5,35.7
CHM00050745,"QIQIHAR, CH",47.383,123.917,148,2012-02,0,21,29,27,0.01,7,18.8,-4.8
CHM00050745,"QIQIHAR, CH",47.383,123.917,148,2012-03,1,1,31,13,0.43,25.1,37.2,13
CHM00057816,"GUIYANG, CH",26.583,106.733,1223,2012-02,1,0,13,1,0.95,38,42.5,33.5
CHM00057816,"GUIYANG, CH",26.583,106.733,1223,2012-03,5,0,0,0,1.61,51.3,58.7,43.9
CHM00059316,"SHANTOU, CH",23.4,116.683,3,2012-02,7,0,0,0,3.02,58,62.2,53.7
CHM00059316,"SHANTOU, CH",23.4,116.683,3,2012-03,5,0,0,0,1.18,64.1,70.4,57.8
CHM00056964,"SIMAO, CH",22.767,100.983,1303,2012-02,0,0,0,0,0,63.9,79,48.8
CHM00056964,"SIMAO, CH",22.767,100.983,1303,2012-03,1,0,0,0,0.41,68,81.4,54.5
CHM00053336,"HALIUT, CH",41.567,108.517,1290,2012-02,0,14,29,21,0,13.5,25.4,1.6
CHM00053336,"HALIUT, CH",41.567,108.517,1290,2012-03,1,1,30,7,0.23,30.5,42,19.1
CHM00051156,"HOBOKSAR, CH",46.783,85.717,1294,2012-02,1,12,29,28,0.2,11.5,21.4,1.5
CHM00051156,"HOBOKSAR, CH",46.783,85.717,1294,2012-03,0,0,29,10,0.25,28.2,37.9,18.5
CHM00053698,"SHIJIAZHUANG, CH",38.033,114.417,81,2012-02,0,0,28,1,0,33.6,42.2,25
CHM00053698,"SHIJIAZHUANG, CH",38.033,114.417,81,2012-03,2,0,6,0,0.31,46.4,55,37.8
CHM00057131,"JINGHE, CH",34.433,108.967,411,2012-02,0,0,20,0,0,36.6,43.1,30
CHM00057131,"JINGHE, CH",34.433,108.967,411,2012-03,2,0,1,0,0.56,48.1,56.6,39.6
CHM00057494,"WUHAN, CH",30.6,114.05,34,2012-02,4,0,14,0,1.65,39.8,45.8,33.7
CHM00057494,"WUHAN, CH",30.6,114.05,34,2012-03,8,0,1,0,4.31,49.8,58.4,41.2
CHM00054423,"CHENGDE, CH",40.967,117.917,423,2012-02,0,3,29,13,0.03,20.4,32.5,8.4
CHM00054423,"CHENGDE, CH",40.967,117.917,423,2012-03,2,0,25,0,0.39,36.1,47.7,24.5
CHM00058221,"BENGBU, CH",32.95,117.367,22,2012-02,2,0,14,0,0.52,37.5,43.7,31.3
CHM00058221,"BENGBU, CH",32.95,117.367,22,2012-03,5,0,1,0,3.94,48,55.8,40.1
CHM00054662,"DALIAN, CH",38.9,121.633,97,2012-02,0,0,26,13,0,26.7,32.4,21.1
CHM00054662,"DALIAN, CH",38.9,121.633,97,2012-03,3,0,18,3,0.75,37,42.8,31.1
CHM00057014,"BEIDAO, CH",34.567,105.867,1086,2012-02,0,0,25,1,0.05,34.2,42,26.3
CHM00057014,"BEIDAO, CH",34.567,105.867,1086,2012-03,3,0,10,0,0.98,45.9,56,35.9
CHM00059431,"NANNING, CH",22.633,108.217,126,2012-02,3,0,0,0,0.74,54.8,59.1,50.4
CHM00059431,"NANNING, CH",22.633,108.217,126,2012-03,4,0,0,0,1.31,63.7,68.3,59.1
CHM00056046,"DARLAG, CH",33.75,99.65,3968,2012-02,3,3,29,11,0.61,22,33.6,10.4
CHM00056046,"DARLAG, CH",33.75,99.65,3968,2012-03,4,0,31,8,1.07,26.6,36.5,16.7
CHM00058102,"BOXIAN, CH",33.883,115.767,42,2012-02,1,0,16,0,0.17,37.7,44.4,31
CHM00058102,"BOXIAN, CH",33.883,115.767,42,2012-03,4,0,0,0,2.32,48.2,55.8,40.5
CHM00050756,"HAILUN, CH",47.433,126.967,240,2012-02,0,25,29,29,0.02,1.7,11.6,-8.1
CHM00050756,"HAILUN, CH",47.433,126.967,240,2012-03,3,1,31,19,0.78,22.3,32.6,11.9
CHM00050632,"BUGT, CH",48.767,121.917,739,2012-02,0,28,29,29,0,-2.3,8,-12.7
CHM00050632,"BUGT, CH",48.767,121.917,739,2012-03,1,13,31,22,0.25,15.3,27.4,3.2
CHM00056739,"TENGCHONG, CH",25.117,98.483,1649,2012-02,0,0,0,0,0.04,53.4,67.6,39.3
CHM00056739,"TENGCHONG, CH",25.117,98.483,1649,2012-03,4,0,0,0,1.44,58.2,70.3,46.1
CHM00057707,"BIJIE, CH",27.3,105.233,1511,2012-02,0,0,11,0,0.45,36.9,40.4,33.4
CHM00057707,"BIJIE, CH",27.3,105.233,1511,2012-03,4,0,0,0,0.71,49.8,57.3,42.2
CHM00052818,"GOLMUD, CH",36.417,94.9,2809,2012-02,0,0,29,4,0.07,26.8,38.2,15.4
CHM00052818,"GOLMUD, CH",36.417,94.9,2809,2012-03,0,0,30,0,0,35.3,47.6,23.1
CHM00058238,"NANJING, CH",31.933,118.9,15,2012-02,5,0,12,0,2.89,38,43.3,32.6
CHM00058238,"NANJING, CH",31.933,118.9,15,2012-03,8,0,1,0,3.12,48.9,56.2,41.7
CHM00056172,"BARKAM, CH",31.9,102.233,2666,2012-02,0,0,28,0,0.2,43.2,61.7,24.7
CHM00056172,"BARKAM, CH",31.9,102.233,2666,2012-03,3,0,14,0,0.78,47.7,62.8,32.6
CHM00057265,"GUANGHUA, CH",32.383,111.667,91,2012-02,0,0,10,0,0.06,40.3,46.7,33.9
CHM00057265,"GUANGHUA, CH",32.383,111.667,91,2012-03,2,0,0,0,0.8,49.8,57.8,41.8
CHM00053463,"HOHHOT, CH",40.817,111.683,1065,2012-02,0,4,29,18,0,19.2,29.9,8.4
CHM00053463,"HOHHOT, CH",40.817,111.683,1065,2012-03,3,0,27,4,0.91,34.1,43.7,24.4
CHM00058477,"DINGHAI, CH",30.033,122.117,37,2012-02,11,0,6,0,3.55,42.5,47.8,37.3
CHM00058477,"DINGHAI, CH",30.033,122.117,37,2012-03,12,0,0,0,7.35,50.3,56.9,43.7
CHM00052495,"BAYAN MOD, CH",40.75,104.5,1329,2012-02,0,15,29,16,0,16.2,31.3,1.1
CHM00052495,"BAYAN MOD, CH",40.75,104.5,1329,2012-03,0,1,28,1,0.09,33.7,47.3,20.1
CHM00053915,"PINGLIANG, CH",35.55,106.667,1348,2012-02,0,0,29,7,0.09,28.8,37.2,20.5
CHM00053915,"PINGLIANG, CH",35.55,106.667,1348,2012-03,2,0,16,1,0.75,41.6,50.8,32.5
CHM00050527,"HAILAR, CH",49.25,119.7,650,2012-02,0,29,29,29,0.03,-12.7,-2.2,-23.1
CHM00050527,"HAILAR, CH",49.25,119.7,650,2012-03,1,19,31,26,0.2,8.3,19.8,-3.3
CHM00054208,"DUOLUN, CH",42.183,116.467,1247,2012-02,0,26,29,24,0.03,6,19.1,-7.1
CHM00054208,"DUOLUN, CH",42.183,116.467,1247,2012-03,2,5,31,14,0.47,22.4,35.3,9.4
CHM00058921,"YONGAN, CH",25.967,117.35,204,2012-02,13,0,0,0,6.7,54.6,61.3,48
CHM00058921,"YONGAN, CH",25.967,117.35,204,2012-03,8,0,0,0,6.15,62.7,70.6,54.8
CHM00056985,"MENGZI, CH",23.383,103.383,1302,2012-02,0,0,0,0,0,63.7,73.1,54.3
CHM00056985,"MENGZI, CH",23.383,103.383,1302,2012-03,1,0,0,0,0.26,67.5,77,58
CHM00057713,"ZUNYI, CH",27.7,106.883,845,2012-02,0,0,2,0,0.74,39.7,42.7,36.8
CHM00057713,"ZUNYI, CH",27.7,106.883,845,2012-03,4,0,0,0,1.2,50.2,54.6,45.8
CHM00057957,"GUILIN, CH",25.333,110.3,174,2012-02,5,0,0,0,3.31,45.6,48.3,42.8
CHM00057957,"GUILIN, CH",25.333,110.3,174,2012-03,10,0,0,0,6.3,56.2,60.9,51.5
CHM00056182,"SONGPAN, CH",32.65,103.567,2852,2012-02,2,0,29,0,0.51,35.2,50.4,19.9
CHM00056182,"SONGPAN, CH",32.65,103.567,2852,2012-03,4,0,26,0,1.02,39.8,52.4,27.1
CHM00052267,"EJIN QI, CH",41.95,101.067,941,2012-02,,6,25,14,,19.4,32.6,6.3
CHM00052267,"EJIN QI, CH",41.95,101.067,941,2012-03,,,,0,,,50.4,
CHM00054324,"CHAOYANG, CH",41.55,120.45,176,2012-02,1,5,29,16,0.15,19.8,32.1,7.5
CHM00054324,"CHAOYANG, CH",41.55,120.45,176,2012-03,2,0,26,2,0.46,34.6,46.1,23
CHM00058362,"SHANGHAI, CH",31.4,121.467,4,2012-02,7,0,7,0,3.61,40.3,44.5,36.1
CHM00058362,"SHANGHAI, CH",31.4,121.467,4,2012-03,12,0,0,0,4.74,49.6,55.7,43.4
CHM00056187,"WENJIANG, CH",30.75,103.867,541,2012-02,0,0,1,0,0.25,43.8,49,38.6
CHM00056187,"WENJIANG, CH",30.75,103.867,541,2012-03,3,0,0,0,1.03,53.1,60.7,45.5
CHM00059211,"BAISE, CH",23.9,106.6,177,2012-02,0,0,0,0,0.19,57,62.3,51.8
CHM00059211,"BAISE, CH",23.9,106.6,177,2012-03,2,0,0,0,0.47,66.5,72.7,60.2
CHM00053231,"HAILS, CH",41.45,106.383,1510,2012-02,,,,23,,,24.1,
CHM00053231,"HAILS, CH",41.45,106.383,1510,2012-03,,,,7,,,40.7,
CHM00053352,"BAILING MIAO, CH",41.7,110.433,1377,2012-02,0,20,29,20,0,11.6,25.3,-2.1
CHM00053352,"BAILING MIAO, CH",41.7,110.433,1377,2012-03,0,4,31,7,0.15,27.1,40.2,14.1
CHM00050658,"KESHAN, CH",48.05,125.883,237,2012-02,0,27,29,29,0,0.1,10.8,-10.7
CHM00050658,"KESHAN, CH",48.05,125.883,237,2012-03,1,6,31,17,0.18,21.3,32.6,10
CHM00051747,"TAZHONG, CH",39,83.667,1099,2012-02,0,4,29,1,0,24.4,40.3,8.5
CHM00051747,"TAZHONG, CH",39,83.667,1099,2012-03,0,0,25,0,0,41.8,60,23.6
CHM00052836,"DULAN, CH",36.3,98.1,3192,2012-02,1,1,29,16,0.22,22.5,33.6,11.5
CHM00052836,"DULAN, CH",36.3,98.1,3192,2012-03,1,0,31,3,0.18,30.4,42.1,18.7
CHM00052713,"DA QAIDAM, CH",37.85,95.367,3174,2012-02,0,7,29,16,0.1,19.5,32.8,6.2
CHM00052713,"DA QAIDAM, CH",37.85,95.367,3174,2012-03,0,0,31,4,0,27.6,41.2,14
CHM00052955,"GUINAN, CH",35.583,100.75,3123,2012-02,1,3,29,8,0.22,21.2,35.2,7.3
CHM00052955,"GUINAN, CH",35.583,100.75,3123,2012-03,2,0,30,2,0.54,31,44.1,18
CHM00057290,"ZHUMADIAN, CH",33,114.017,83,2012-02,1,0,15,0,0.12,39,45.5,32.4
CHM00057290,"ZHUMADIAN, CH",33,114.017,83,2012-03,3,0,0,0,2.17,49.1,56.6,41.6
CHM00056080,"HEZUO, CH",35,102.9,2910,2012-02,1,2,29,9,0.28,23.1,35.1,11.1
CHM00056080,"HEZUO, CH",35,102.9,2910,2012-03,1,0,30,4,0.56,32.3,44.1,20.5
CHM00054218,"CHIFENG, CH",42.3,118.833,567,2012-02,0,10,29,21,0.11,15.2,26.5,3.9
CHM00054218,"CHIFENG, CH",42.3,118.833,567,2012-03,2,1,28,9,0.41,29.8,40.9,18.6
CHM00058251,"DONGTAI, CH",32.85,120.283,5,2012-02,5,0,15,0,1.31,36.7,42.5,31
CHM00058251,"DONGTAI, CH",32.85,120.283,5,2012-03,7,0,3,0,3.43,46.3,53.7,38.9
CHM00054337,"JINZHOU, CH",41.133,121.117,70,2012-02,0,0,29,11,0.09,23,32.4,13.6
CHM00054337,"JINZHOU, CH",41.133,121.117,70,2012-03,4,0,23,1,0.78,35.5,44.3,26.7
CHM00053487,"DATONG, CH",40.1,113.333,1069,2012-02,0,10,29,17,0,18.1,31.4,4.8
CHM00053487,"DATONG, CH",40.1,113.333,1069,2012-03,1,0,28,1,0.3,33.4,45.1,21.7
CHM00056079,"RUO ERGAI, CH",33.583,102.967,3441,2012-02,,,,3,,,40,
CHM00056079,"RUO ERGAI, CH",33.583,102.967,3441,2012-03,,,,4,,,40.9,
